reviewText,cleaned_text,tokens,sentiment_vader,score_vader,sentiment_textblob,score_textblob,sentiment_nltk,score_nltk,overall_sentiment,average_polarity
"Pros:The hardware is nice, I have the 8GB - Its fast, responsive and the screen is beautiful. Great for reading books and netflix. Battery life - Read 'Catching Fire' and 'Mockingjay' on a single charge. Email and web are decent too - nothing special.Cons:The B&N; Nook OS and the B&N; App selection are both terrible. The Nook OS is counter-intuitive and not user friendly, there is no BACK button!? Take a toll of how often you use the BACK button on your phone or android device and you'll realize how annoying the lack of this simple common-place feature is. You can hit the 'N' and go back to home any time - though often I wanted to go Back, not start over. The selection of apps in the app store are laughable. I literally could not find a single app I wanted, even searching apps that they advertise like Comics for nook (not installed? not available?). I found a few apps for $4.99+ that i have downloaded for free on Itunes and Google play (android market).Recommendation:BUY THIS -N2A (TM) - 32GB Nook to Android bootable microSD Card for the Nook ColorTakes the Good hardware of the Nook Tablet and replaces the useless OS with trusted Full Android. Read the reviews, they are all true! Before i bought this card, the nook was basically useless and frustrating - now I have an android tablet and since it is NOT rooted, still have warranty too, though I recommend squaretrade. Check my N2A review for more info.Update: I have had this tablet for over 6 months now and love it. I have had no issues and all my friends and family want one. Note: I use this exclusively with the N2A card in Android mode. N2A recently emailed me with the update from Gingerbread to Jellybean and its working great and their customer service is excellent. I cannot recommend this company/product enough.",prosthe hardware nice i have 8gb its fast responsive screen beautiful great for reading books netflix battery life read catching fire mockingjay on single charge email web are decent too nothing specialconsthe bn nook os bn app selection are both terrible nook os counterintuitive not user friendly there no back button take toll how often you use back button on your phone or android device youll realize how annoying lack this simple commonplace feature you can hit n go back home any time though often i wanted go back not start over selection apps app store are laughable i literally could not find single app i wanted even searching apps that they advertise like comics for nook not installed not available i found few apps for 499 that i have downloaded for free on itunes google play android marketrecommendationbuy this n2a tm 32gb nook android bootable microsd card for nook colortakes good hardware nook tablet replaces useless os with trusted full android read reviews they are all true before i bought this card nook was basically useless frustrating now i have an android tablet since it not rooted still have warranty too though i recommend squaretrade check my n2a review for more infoupdate i have had this tablet for over 6 months now love it i have had no issues all my friends family want one note i use this exclusively with n2a card android mode n2a recently emailed me with update from gingerbread jellybean its working great their customer service excellent i cannot recommend this companyproduct enough,prosthe hardware nice i have 8gb its fast responsive screen beautiful great for reading books netflix battery life read catching fire mockingjay on single charge email web are decent too nothing specialconsthe bn nook os bn app selection are both terrible nook os counterintuitive not user friendly there no back button take toll how often you use back button on your phone or android device youll realize how annoying lack this simple commonplace feature you can hit n go back home any time though often i wanted go back not start over selection apps app store are laughable i literally could not find single app i wanted even searching apps that they advertise like comics for nook not installed not available i found few apps for 499 that i have downloaded for free on itunes google play android marketrecommendationbuy this n2a tm 32gb nook android bootable microsd card for nook colortakes good hardware nook tablet replaces useless os with trusted full android read reviews they are all true before i bought this card nook was basically useless frustrating now i have an android tablet since it not rooted still have warranty too though i recommend squaretrade check my n2a review for more infoupdate i have had this tablet for over 6 months now love it i have had no issues all my friends family want one note i use this exclusively with n2a card android mode n2a recently emailed me with update from gingerbread jellybean its working great their customer service excellent i cannot recommend this companyproduct enough,Positive,0.9761,Positive,0.12613467261904762,Positive,0.9818,Positive,0.6946782242063492
"It is ok for adults. Fine for older adults who are just looking to use it to read but the place where this thing shines the brightest, it is bomb proof. I gave one to my toddler boys last year and it still works 100%. It has been spilled on, dropped, stomped on, drooled on, left in the sun and even got closed in the auto door shut in our crappy minivan and it is almost perfect. A scratch here or there but truely you could never tell what torment this device has been through.I wish I could get an apple device this durable. In the same time that I have owned this tablet my family, (self and husband included) has killed no less that 3 smart phones, an ipad, one samsung device and a dvd player.The device has also survived multiple refreshes and side loading software experiments with out even flinching.I will say that the b&n; app store is pretty pitiful but like I said It's easy as pie to sideload the google play store and have access to pretty much anything you want.",it ok for adults fine for older adults who are just looking use it read but place where this thing shines brightest it bomb proof i gave one my toddler boys last year it still works 100 it has been spilled on dropped stomped on drooled on left sun even got closed auto door shut our crappy minivan it almost perfect scratch here or there but truely you could never tell what torment this device has been throughi wish i could get an apple device this durable same time that i have owned this tablet my family self husband included has killed no less that 3 smart phones an ipad one samsung device dvd playerthe device has also survived multiple refreshes side loading software experiments with out even flinchingi will say that bn app store pretty pitiful but like i said its easy as pie sideload google play store have access pretty much anything you want,it ok for adults fine for older adults who are just looking use it read but place where this thing shines brightest it bomb proof i gave one_my toddler boys last year it still works 100 it has been spilled on dropped stomped on drooled on left sun even got closed auto door shut our crappy minivan it almost perfect scratch here or there but truely you could never tell what torment this device has been throughi wish i could get an apple device this durable same time that i have owned this tablet my family self husband included has killed no less that 3 smart phones an ipad one samsung device dvd playerthe device has also survived multiple refreshes side loading software experiments with out even flinchingi will say that bn app store pretty pitiful but like i said its easy as pie sideload google play store have access pretty much anything you want,Positive,0.9636,Positive,0.20966386554621852,Positive,0.9635,Positive,0.7122546218487397
The Nook 7&#34; 8GB Wifi tablet was a Christmas gift for my husband. He had a  plain Nook for reading. This upgrade seemed logical because he already had a Nook account. The new Nook takes cards he already had. He loves it.,nook 734 8gb wifi tablet was christmas gift for my husband he had plain nook for reading this upgrade seemed logical because he already had nook account new nook takes cards he already had he loves it,nook 734 8gb wifi tablet was christmas gift for my husband he had plain nook for reading this upgrade seemed logical because he already had nook account new nook takes cards he already had he loves it,Positive,0.765,Neutral,0.05735930735930736,Positive,0.765,Positive,0.5291197691197692
"This is very amazing. It has a ton of features and has a great looking VividView touchscreen. Here are some of the features and things it can do.-Very strong, I dropped mine from 5 feet to wood floor and it was fine.-Very fast but slow at navigating the home screen.-Has a physical home button which comes in handy in case you want to quit something.-Has expandable memory so you can have tons of content on this.-You can personalize the home screen with your own wallpaper.- Loads pages fast and plays videos well.-Has a VividView touchscreen which does what it says and makes everything vivid.-The os is tweaked which is nice if you don't care about android.-The microphone works great .-It has physical volume buttons.Over all this is a very good tablet if you just need to do basics like read,email,play games, play videos and search the web. It can also do more than basics.",this very amazing it has ton features has great looking vividview touchscreen here are some features things it can dovery strong i dropped mine from 5 feet wood floor it was finevery fast but slow at navigating home screenhas physical home button which comes handy case you want quit somethinghas expandable memory so you can have tons content on thisyou can personalize home screen with your own wallpaper loads pages fast plays videos wellhas vividview touchscreen which does what it says makes everything vividthe os tweaked which nice you dont care about androidthe microphone works great it has physical volume buttonsover all this very good tablet you just need do basics like reademailplay games play videos search web it can also do more than basics,this very amazing it has ton features has great looking vividview touchscreen here are some features things it can dovery strong i dropped mine from 5 feet wood floor it was finevery fast but slow at navigating home screenhas physical home button which comes handy case you want quit somethinghas expandable memory so you can have tons content on thisyou can personalize home screen with your own wallpaper loads pages fast plays videos wellhas vividview touchscreen which does what it says makes everything vividthe os tweaked which nice you dont care about androidthe microphone works great it has physical volume buttonsover all this very good tablet you just need do basics like reademailplay games play videos search web it can also do more than basics,Positive,0.9793,Positive,0.4373809523809524,Positive,0.9793,Positive,0.7986603174603174
"Highly disappointed. I purchased the new B/W touch version of the Nook and had intended to use it for lecturing in class when I need to do it from the book. I didn't know that you couldn't download the etextbooks to my Nook from the NookStudy part of Barnes and Nobles. Why would you call this NookStudy if you can't download the textbooks to a Nook reader?Seriously!I could live with the some of the shortfalls for this device (slow touch response, flickering on the screen when changing pages, keyboard mistypes characters, etc), but not being able to download a textbook from something that says ""Nook""Study? Smacks of misrepresentation, somebody should sue. On the NookStudy web page, it says that a ""Nook"" is not required, it should say, ""Not intended for Nook Devices"". Also, it will not load onto any other hand-held device that has the Nook app, only on a PC or a Mac. They should rename it to ""DeskTop Study"", using the Nook label when you can't use it on a Nook device is false advertising (anybody want to sue?).Anyway, I'm returning this and buying a Kindle (at least Amazon will tell you what devices you can install their etextbooks, i.e. almost all their Kindles, Mac, PC and oh, an iPad!).If your planning on buying this for your college bound student, get them a Kindle instead.",highly disappointed i purchased new bw touch version nook had intended use it for lecturing class when i need do it from book i didnt know that you couldnt download etextbooks my nook from nookstudy part barnes nobles why would you call this nookstudy you cant download textbooks nook readerseriouslyi could live with some shortfalls for this device slow touch response flickering on screen when changing pages keyboard mistypes characters etc but not being able download textbook from something that says nookstudy smacks misrepresentation somebody should sue on nookstudy web page it says that nook not required it should say not intended for nook devices also it will not load onto any other handheld device that has nook app only on pc or mac they should rename it desktop study using nook label when you cant use it on nook device false advertising anybody want sueanyway im returning this buying kindle at least amazon will tell you what devices you can install their etextbooks ie almost all their kindles mac pc oh an ipadif your planning on buying this for your college bound student get them kindle instead,highly disappointed i purchased new bw touch version nook had intended use it for lecturing class when i need do it from book i didnt know that you couldnt download etextbooks my nook from nookstudy part barnes nobles why would you call this nookstudy you cant download textbooks nook readerseriouslyi could live with some shortfalls for this device slow touch response flickering on screen when changing pages keyboard mistypes characters etc but not being able download textbook from something that says nookstudy smacks misrepresentation somebody should sue on nookstudy web page it says that nook not required it should say not intended for nook devices also it will not load onto any other handheld device that has nook app only on pc or mac they should rename it desktop study using nook label when you cant use it on nook device false advertising anybody want sueanyway im returning this buying kindle at least amazon will tell you what devices you can install their etextbooks ie almost all their kindles mac pc oh an ipadif your planning on buying this for your college bound student get them kindle instead,Negative,-0.8247,Negative,-0.11022727272727276,Negative,-0.8247,Negative,-0.5865424242424243
This nook has a very nice format and is very easy to operate and view.  The only draw back is the Battery life is terrible.  I am charging this unit twice a day.  My former Simple Touch only needed charging once a month &#34;with the wifi ON&#34; all the time.  I would NOT recommend this product.,this nook has very nice format very easy operate view only draw back battery life terrible i am charging this unit twice day my former simple touch only needed charging once month 34with wifi on34 all time i would not recommend this product,this nook has very nice format very easy operate view only draw back battery life terrible i am charging this unit twice day my former simple touch only needed charging once month 34with wifi on34 all time i would not recommend this product,Positive,0.2677,Neutral,0.04291666666666666,Positive,0.2677,Positive,0.1927722222222222
"If anyone have used previous version of nook you will immediately see the improvements on new version of nook. One of the most important feature I found on the new nook was better page turn response. The screen refresh when moving from page to page is much quicker, nearly matching the refresh rates of the latest Kindle. The Nook also added a laundry list of interface and usability improvements, such as the ability to organize your book collection by category which is called ""shelves"".I liked 600 X 800 display screen. It comes with 16 shades of gray and is easy to your eyes. I can read all day without hurting my eyes. My personal opinion, i would love this device more if I could read it at night without lights.ProsLibrary with thousands of books, magazine that comes free, built-in free wireless data network, plus Wi-Fi connectivity (no PC needed); separate capacitive color touch-screen pad for navigation, and a virtual keyboard for notes and annotations; 2GB of internal memory (capable of storing 1,500 electronic books) as well as a microSD expansion slot for additional memory; font style and size are adjustable; displays image files and plays MP3 music files; compatible with Windows and Mac machines; battery is removable and user-replaceable; allows free browsing of full-text books while within Barnes & Noble stores; you can lend certain e-books for up to 14 days free of charge; EPUB format compatibility lets you read free Google Books and loaner e-books from your local library; page turn speeds are faster with firmware upgrade.The bad: No protective carrying case included; color LCD ( for color nook)  has an impact on battery life; for black & white battery is really good,in-store reading and loaning capabilities come with notable limits and caveats; no support for Word or text files; no ability to download books when outside the U.S., even when on Wi-Fi.Does it beat Kindle?According to design my answer is no.  The third-generation Amazon Kindle is lighter, thinner, and simply feels a little better to hold in your hand. It also offers double the battery life, more internal memory (4GB versus 2GB). But the new upgrades has given some new features to nook that are not available in kindle. Nook should definitely remain under consideration when you're shopping for e-ink e-book readers. The decision may come down to a personal preference, such as how you feel about the color navigation screen versus the hard keyboard found on the Kindle.If my review did not answer any questions, leave a comment below and I will try my best to answer your question.",anyone have used previous version nook you will immediately see improvements on new version nook one most important feature i found on new nook was better page turn response screen refresh when moving from page page much quicker nearly matching refresh rates latest kindle nook also added laundry list interface usability improvements such as ability organize your book collection by category which called shelvesi liked 600 x 800 display screen it comes with 16 shades gray easy your eyes i can read all day without hurting my eyes my personal opinion i would love this device more i could read it at night without lightsproslibrary with thousands books magazine that comes free builtin free wireless data network plus wifi connectivity no pc needed separate capacitive color touchscreen pad for navigation virtual keyboard for notes annotations 2gb internal memory capable storing 1500 electronic books as well as microsd expansion slot for additional memory font style size are adjustable displays image files plays mp3 music files compatible with windows mac machines battery removable userreplaceable allows free browsing fulltext books while within barnes noble stores you can lend certain ebooks for up 14 days free charge epub format compatibility lets you read free google books loaner ebooks from your local library page turn speeds are faster with firmware upgradethe bad no protective carrying case included color lcd for color nook has an impact on battery life for black white battery really goodinstore reading loaning capabilities come with notable limits caveats no support for word or text files no ability download books when outside us even when on wifidoes it beat kindleaccording design my answer no thirdgeneration amazon kindle lighter thinner simply feels little better hold your hand it also offers double battery life more internal memory 4gb versus 2gb but new upgrades has given some new features nook that are not available kindle nook should definitely remain under consideration when youre shopping for eink ebook readers decision may come down personal preference such as how you feel about color navigation screen versus hard keyboard found on kindleif my review did not answer any questions leave comment below i will try my best answer your question,anyone have used previous version nook you will immediately see improvements on new version nook one most important feature i found on new nook was better page turn response screen refresh when moving from page page much quicker nearly matching refresh rates latest kindle nook also added laundry list interface usability improvements such as ability organize your book collection by category which called shelvesi liked 600 x 800 display screen it comes with 16 shades gray easy your eyes i can read all day without hurting my eyes my personal opinion i would love this device more i could read it at night without lightsproslibrary with thousands books magazine that comes free builtin free wireless data network plus wifi connectivity no pc needed separate capacitive color touchscreen pad for navigation virtual keyboard for notes annotations 2gb internal memory capable storing 1500 electronic books as well as microsd expansion slot for additional memory font style size are adjustable displays image files plays mp3 music files compatible with windows mac machines battery removable userreplaceable allows free browsing fulltext books while within barnes noble stores you can lend certain ebooks for up 14 days free charge epub format compatibility lets you read free google books loaner ebooks from your local library page turn speeds are faster with firmware upgradethe bad no protective carrying case included color lcd for color nook has an impact on battery life for black white battery really goodinstore reading loaning capabilities come with notable limits caveats no support for word or text files no ability download books when outside us even when on wifidoes it beat kindleaccording design my answer no thirdgeneration amazon kindle lighter thinner simply feels little better hold your hand it also offers double battery life more internal memory 4gb versus 2gb but new upgrades has given some new features nook that are not available kindle nook should definitely remain under consideration when youre shopping for eink ebook readers decision may come down personal preference such as how you feel about color navigation screen versus hard keyboard found on kindleif my review did not answer any questions leave comment below i will try my best answer your question,Positive,0.9854,Positive,0.18563868164932001,Positive,0.9856,Positive,0.7188795605497734
"This tablet from barnes and noble is an afforadable alternative to the ipad. Serves more than one purpose ...while its primary function is reading. The original nook is a whole family experience. Its size and durability give the nook, nook color, and nook tablet are built with quality materials so that they have longevity. This is a gift for the teachers assistant at my sons school. She wanted something to read her books on, and since i have the nook color i figured this would be a good start for her.Barnes and Noble NOOK eBook Reader (WiFi only) [ Black & White]",this tablet from barnes noble an afforadable alternative ipad serves more than one purpose while its primary function reading original nook whole family experience its size durability give nook nook color nook tablet are built with quality materials so that they have longevity this gift for teachers assistant at my sons school she wanted something read her books on since i have nook color i figured this would be good start for herbarnes noble nook ebook reader wifi only black white,this tablet from barnes noble an afforadable alternative ipad serves more than one purpose while its primary function reading original nook whole family experience its size durability give nook nook color nook tablet are built with quality materials so that they have longevity this gift for teachers assistant at my sons school she wanted something read her books on since i have nook color i figured this would be good start for herbarnes noble nook ebook reader wifi only black white,Positive,0.9201,Positive,0.3208333333333334,Positive,0.9201,Positive,0.7203444444444446
I bought this unit as a gift for the grandchildren to read books. My plan was test it out and buy 3 if it worked. I planned to buy gift cards for the unit so the kids could buy books. Barnes and Noble requires a credit card to activate this unit! That is a show stopper as it is not desirable for young children to have a unit with credit card information linked to it. They could lose the unit etc. I loaded my credit card information to test the unit. After deciding to return the unit I talked to customer service about deleting my account information. The answer from 3 people was you can not delete your account information. I can not recommend this company.,i bought this unit as gift for grandchildren read books my plan was test it out buy 3 it worked i planned buy gift cards for unit so kids could buy books barnes noble requires credit card activate this unit that show stopper as it not desirable for young children have unit with credit card information linked it they could lose unit etc i loaded my credit card information test unit after deciding return unit i talked customer service about deleting my account information answer from 3 people was you can not delete your account information i can not recommend this company,i bought this unit as gift for grandchildren read books my plan was test it out buy 3 it worked i planned buy gift cards for unit so kids could buy books barnes noble requires credit_card activate this unit that show stopper as it not desirable for young children have unit with credit_card information linked it they could lose unit etc i loaded my credit_card information test unit after deciding return unit i talked customer service about deleting my account information answer from 3 people was you can not delete your account information i can not recommend this company,Positive,0.8784,Positive,0.425,Positive,0.8784,Positive,0.7272666666666666
"I bought the Nook last week, its always a joyous experience to buy something from a store, activation was easy on the device, took some time to create new account on Barnes and noble site, but I was ready to go in 15 minutes.I purchased one book and started reading immediately, after 4 days, suddenly the e-ink screen went darker. The device comes with one year warranty, I took it to the store and they replaced it in 5 minutes, again, the store experience was great.Pros:1- The device look and feel is good, design is sleek and smooth.2- Touch screen is a good idea, I have tendinitis so I prefer to use touch screen over keyboard.3- The page turn keys are in good place, very comfortable to read and hold at the same time.4- Found many books on the library search, it has detailed editorial and user reviews, with ratings, just like Amazon site.5- The format is not proprietary, this was a huge sale point for me, there are other devices that can read the same format.6- Battery is replaceable and memory SD slot is available.Cons:1- The touch screen is sluggish, you need to use it slower than using other touch devices, this is either buggy hardware or CPU is too slow.2- First device I got was defective, not a good sign, hopefully the second one is better.3- Browsing the web is ok, but using the small touch screen to navigate through HTML is not an easy task, especially since it is sluggish.4- Not all books are available in the on-line library, I found a psychology book in the store that did not exist for download.5- You need to use screw driver to open the back cover and replace battery or insert SD card.6- Little bit heavy, certainly heavier than a medium size hard cover book.",i bought nook last week its always joyous experience buy something from store activation was easy on device took some time create new account on barnes noble site but i was ready go 15 minutesi purchased one book started reading immediately after 4 days suddenly eink screen went darker device comes with one year warranty i took it store they replaced it 5 minutes again store experience was greatpros1 device look feel good design sleek smooth2 touch screen good idea i have tendinitis so i prefer use touch screen over keyboard3 page turn keys are good place very comfortable read hold at same time4 found many books on library search it has detailed editorial user reviews with ratings just like amazon site5 format not proprietary this was huge sale point for me there are other devices that can read same format6 battery replaceable memory sd slot availablecons1 touch screen sluggish you need use it slower than using other touch devices this either buggy hardware or cpu too slow2 first device i got was defective not good sign hopefully second one better3 browsing web ok but using small touch screen navigate through html not an easy task especially since it sluggish4 not all books are available online library i found psychology book store that did not exist for download5 you need use screw driver open back cover replace battery or insert sd card6 little bit heavy certainly heavier than medium size hard cover book,i bought nook last week its always joyous experience buy something from store activation was easy on device took some time create new account on barnes noble site but i was ready go 15 minutesi purchased one book started reading immediately after 4 days suddenly eink screen went darker device comes with one year warranty i took it store they replaced it 5 minutes again store experience was greatpros1 device look feel good design sleek smooth2 touch screen good idea i have tendinitis so i prefer use touch screen over keyboard3 page turn keys are good place very comfortable read hold at same time4 found many books on library search it has detailed editorial user reviews with ratings just like amazon site5 format not proprietary this was huge sale point for me there are other devices that can read same format6 battery replaceable memory sd slot availablecons1 touch screen sluggish you need use it slower than using other touch devices this either buggy hardware or cpu too slow2 first device i got was defective not good sign hopefully second one better3 browsing web ok but using small touch screen navigate through html not an easy task especially since it sluggish4 not all books are available online library i found psychology book store that did not exist for download5 you need use screw driver open back cover replace battery or insert sd card6 little bit heavy certainly heavier than medium size hard cover book,Positive,0.9762,Positive,0.1792951403435275,Positive,0.9879,Positive,0.7144650467811758
"I purchased both the Kindle (Wi-Fi) and this Nook (the original) and tried them out during the return period. While there were things about the Kindle I really liked (better screen contrast, and many other features that other reviewers on the Kindle site had written), the one thing that made me choose the Nook was the ability to borrow and read ebooks from my local library. Haven't been back to the library since!Now here comes the Nook Simple Touch (Nook ST) ereader. It is just now starting to show up in B&N; stores (not on Amazon yet). I was lucky enough to find a store near me that had one that was not spoken for yet. I bought it yesterday and have been busy trying it out. It has the same e-ink Pearl screen as the Kindle, so the screen contrast is no longer an issue. And wow, has the user interface improved over the original Nook! (which I thought was clunky) The entire e-ink Pearl screen has full touchscreen capability. On both the Kindle and the original Nook, I felt myself wanting to touch the screen to select a book to read, instead of using the buttons (on the Kindle) or the LCD touchscreen (on the original Nook) to highlight and select the desired ebook. On the Nook ST, the Library screen shows icons for all the ebooks loaded in the device (both library and purchased). Touch the icon, and the ebook opens. Turning the page? Touch the screen on the right side of the page (to go forward) or the left side (to go back). Or swipe your finger across the screen as in flipping a physical book page. Or use the buttons built into the frame. Want to page quickly through a book? Hold down the page turning button. Need a word definition? Touch and hold on the word and a dictionary pops up. The user interface resembles that of an iPhone or iPad, with the icons, virtual keyboard and the physical home button. It even has the ""slide to unlock"" feature like the iPhone.  The touchscreen on the Nook ST is infrared (it senses the heat of your finger, again like iPhone), so a light touch works just fine.  I found that on the original Nook, sometimes it would take multiple touches on the LCD screen for the device to recognize a command.I returned the original Nook since the Nook ST is so much better. Note that the Nook ST doesn't have 3G connectivity, a web browser, or an MP3 player. If you want all that, buy the original Nook. If you don't require all of these features and would like a basic e-reader with an intuitive touch screen interface, then take a look at the Nook ST.The Nook ST is just beginning to become available (only at B&N; right now), but I suspect that Amazon and other high quality retailers will be selling it very soon.Here's another plus for the Nook (whether it is the original one or the ST).  The Kindle has a proprietary ebook format that limits your options in purchasing and reading ebooks.  Nook uses Adobe EPUB, which is an open format and there are multiple online sites that offer books in this format (including most public libraries).",i purchased both kindle wifi this nook original tried them out during return period while there were things about kindle i really liked better screen contrast many other features that other reviewers on kindle site had written one thing that made me choose nook was ability borrow read ebooks from my local library havent been back library sincenow here comes nook simple touch nook st ereader it just now starting show up bn stores not on amazon yet i was lucky enough find store near me that had one that was not spoken for yet i bought it yesterday have been busy trying it out it has same eink pearl screen as kindle so screen contrast no longer an issue wow has user interface improved over original nook which i thought was clunky entire eink pearl screen has full touchscreen capability on both kindle original nook i felt myself wanting touch screen select book read instead using buttons on kindle or lcd touchscreen on original nook highlight select desired ebook on nook st library screen shows icons for all ebooks loaded device both library purchased touch icon ebook opens turning page touch screen on right side page go forward or left side go back or swipe your finger across screen as flipping physical book page or use buttons built into frame want page quickly through book hold down page turning button need word definition touch hold on word dictionary pops up user interface resembles that an iphone or ipad with icons virtual keyboard physical home button it even has slide unlock feature like iphone touchscreen on nook st infrared it senses heat your finger again like iphone so light touch works just fine i found that on original nook sometimes it would take multiple touches on lcd screen for device recognize commandi returned original nook since nook st so much better note that nook st doesnt have 3g connectivity web browser or an mp3 player you want all that buy original nook you dont require all these features would like basic ereader with an intuitive touch screen interface take look at nook stthe nook st just beginning become available only at bn right now but i suspect that amazon other high quality retailers will be selling it very soonheres another plus for nook whether it original one or st kindle has proprietary ebook format that limits your options purchasing reading ebooks nook uses adobe epub which an open format there are multiple online sites that offer books this format including most public libraries,i purchased both kindle wifi this nook original tried them out during return period while there were things about kindle i really liked better screen contrast many other features that other reviewers on kindle site had written one thing that made me choose nook was ability borrow read ebooks from my local library havent been back library sincenow here comes nook simple touch nook st ereader it just now starting show up bn stores not on amazon yet i was lucky enough find store near me that had one that was not spoken for yet i bought it yesterday have been busy trying it out it has same eink pearl screen as kindle so screen contrast no longer an issue wow has user interface improved over original nook which i thought was clunky entire eink pearl screen has full touchscreen capability on both kindle original nook i felt myself wanting touch screen select book read instead using buttons on kindle or lcd touchscreen on original nook highlight select desired ebook on nook st library screen shows icons for all ebooks loaded device both library purchased touch icon ebook opens turning page touch screen on right side page go forward or left side go back or swipe your finger across screen as flipping physical book page or use buttons built into frame want page quickly through book hold down page turning button need word definition touch hold on word dictionary pops up user interface resembles that an iphone or ipad with icons virtual keyboard physical home button it even has slide unlock feature like iphone touchscreen on nook st infrared it senses heat your finger again like iphone so light touch works just fine i found that on original nook sometimes it would take multiple touches on lcd screen for device recognize commandi returned original nook since nook st so much better note that nook st doesnt have 3g connectivity web browser or an mp3 player you want all that buy original nook you dont require all these features would like basic ereader with an intuitive touch screen interface take look at nook stthe nook st just beginning become available only at bn right now but i suspect that amazon other high quality retailers will be selling it very soonheres another plus for nook whether it original one or st kindle has proprietary ebook format that limits your options purchasing reading ebooks nook uses adobe epub which an open format there are multiple online sites that offer books this format including most public libraries,Positive,0.9743,Positive,0.18357353934481596,Positive,0.9729,Positive,0.710257846448272
"I was the biggest nook/kindle hater on the planet before being gifted this nook. I would constantly diss the e-readers claiming that books were soooo much better. Then I ordered a book series from Amazon and the books/print was so tiny that I could barely read them without straining my eyes and driving myself crazy. My mom (&lt;3!!) gave me my brothers old nook since he had a new nook color so I could download and read the series on this. It wasn't cheap to download the books, but compared to reading the free versions a friend had sent me (which were horrible because the text was all messed up...typos galore) but the option to make the text larger or smaller and the clarity of the screen made the 8+ dollars per book soooo worth the price.The battery on this lasts so long it's insane. I would read daily maybe 5 hours per day over the summer (hey, I had to finish the series before school resumed!) and I only had to charge it once a week tops, even then the battery wasn't drained I just didn't want to give it a chance to run out. I am so in love with my nook now it's insane. I can download almost any book I could possibly need and carry it around in this tiny little, lightweight nook.Another big plus....MY BOOKMARKS DON'T FALL OUT OF THE NOOK!! Nothing is more frustrating than losing your place and going bananas trying to find it without revealing something you haven't read yet.Also, when it comes to textbooks this is a lifesaver!! My back loves the nook. I cannot recommend the nook (or any e-reader in general) enough. You can still buy physical books (I do and will never stop because I absolutely love them) but for an avid reader the nook is such a great addition to your life.Even though my first nook was free (making it that much sweeter), I would gladly lay down $100+ for a replacement if anything happened to mine or for a newer model, not the color though, that's more like a tablet PC than an e-reader.",i was biggest nookkindle hater on planet before being gifted this nook i would constantly diss ereaders claiming that books were soooo much better i ordered book series from amazon booksprint was so tiny that i could barely read them without straining my eyes driving myself crazy my mom lt3 gave me my brothers old nook since he had new nook color so i could download read series on this it wasnt cheap download books but compared reading free versions friend had sent me which were horrible because text was all messed uptypos galore but option make text larger or smaller clarity screen made 8 dollars per book soooo worth pricethe battery on this lasts so long its insane i would read daily maybe 5 hours per day over summer hey i had finish series before school resumed i only had charge it once week tops even battery wasnt drained i just didnt want give it chance run out i am so love with my nook now its insane i can download almost any book i could possibly need carry it around this tiny little lightweight nookanother big plusmy bookmarks dont fall out nook nothing more frustrating than losing your place going bananas trying find it without revealing something you havent read yetalso when it comes textbooks this lifesaver my back loves nook i cannot recommend nook or any ereader general enough you can still buy physical books i do will never stop because i absolutely love them but for an avid reader nook such great addition your lifeeven though my first nook was free making it that much sweeter i would gladly lay down 100 for replacement anything happened mine or for newer model not color though thats more like tablet pc than an ereader,i was biggest nookkindle hater on planet before being gifted this nook i would constantly diss ereaders claiming that books were soooo much better i ordered book series from amazon booksprint was so tiny that i could barely read them without straining my eyes driving myself crazy my mom lt3 gave me my brothers old nook since he had new nook color so i could download read series on this it wasnt cheap download books but compared reading free versions friend had sent me which were horrible because text was all messed uptypos galore but option make text larger or smaller clarity screen made 8 dollars per book soooo worth pricethe battery on this lasts so long its insane i would read daily maybe 5 hours per day over summer hey i had finish series before school resumed i only had charge it once week tops even battery wasnt drained i just didnt want give it chance run_out i am so love with my nook now its insane i can download almost any book i could possibly need carry it around this tiny little lightweight nookanother big plusmy bookmarks dont fall out nook nothing more frustrating than losing your place going bananas trying find it without revealing something you havent read yetalso when it comes textbooks this lifesaver my back loves nook i cannot recommend nook or any ereader general enough you can still buy physical books i do will never stop because i absolutely love them but for an avid reader nook such great addition your lifeeven though my first nook was free making it that much sweeter i would gladly lay down 100 for replacement anything happened mine or for newer model not color though thats more like tablet pc than an ereader,Positive,0.9953,Neutral,0.04702020202020203,Positive,0.9952,Positive,0.6791734006734007
